Entity,Code,Year,Deaths - Malaria - Sex: Both - Age: Under 5 (Number),Deaths - HIV/AIDS - Sex: Both - Age: Under 5 (Number),Deaths - Meningitis - Sex: Both - Age: Under 5 (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: Under 5 (Number),Deaths - Other neonatal disorders - Sex: Both - Age: Under 5 (Number),Deaths - Whooping cough - Sex: Both - Age: Under 5 (Number),Deaths - Lower respiratory infections - Sex: Both - Age: Under 5 (Number),Deaths - Congenital birth defects - Sex: Both - Age: Under 5 (Number),Deaths - Measles - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal sepsis and other neonatal infections - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal encephalopathy due to birth asphyxia and trauma - Sex: Both - Age: Under 5 (Number),Deaths - Drowning - Sex: Both - Age: Under 5 (Number),Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal preterm birth - Sex: Both - Age: Under 5 (Number),Deaths - Diarrheal diseases - Sex: Both - Age: Under 5 (Number),Deaths - Neoplasms - Sex: Both - Age: Under 5 (Number),Deaths - Syphilis - Sex: Both - Age: Under 5 (Number),Deaths - All causes - Sex: Both - Age: 7-27 days (Number),Deaths - All causes - Sex: Both - Age: 1-4 years (Number),Deaths - All causes - Sex: Both - Age: 0-6 days (Number),Deaths - All causes - Sex: Both - Age: 28-364 days (Number),"Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",$1.90 per day - share of population below poverty line,"Current health expenditure per capita, PPP (current international $)",Population (historical estimates),Access to electricity (% of population) [EG.ELC.ACCS.ZS],Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],Poverty gap at $3.20 a day (2011 PPP) (%) [SI.POV.LMIC.GP],Poverty gap at $5.50 a day (2011 PPP) (%) [SI.POV.UMIC.GP]
Syria,SYR,1990,0,4,519,344,3053,446,2548,4436,2107,389,1412,81,53,5625,1174,200,73,2347,4427,10089,8659,3.379999924,3.940000153,3.670000076,6.413101,,12446168,,,,,,4.509,,,,
Syria,SYR,1991,0,4,499,308,2934,401,2416,4294,2009,388,1363,80,49,5459,1126,200,71,2226,4337,9829,8189,3.240000153,3.8,3.520000076,4.746269,,12815400,,,,,,4.372,,,,
Syria,SYR,1992,0,5,469,274,2779,363,2231,4088,1872,385,1295,77,44,5215,1053,198,70,2081,4205,9450,7542,3.089999962,3.640000153,3.370000076,3.000089,,13187669,,,,,,4.254,,,,
Syria,SYR,1993,0,5,443,247,2622,322,2077,3892,1646,380,1224,77,41,4934,989,198,68,1934,4064,9003,6938,2.95,3.479999924,3.220000076,2.39767,,13565074,,,,,,4.153,,,,
Syria,SYR,1994,0,5,416,220,2461,306,1910,3677,1440,372,1144,75,37,4595,930,196,65,1786,3920,8466,6363,2.8,3.329999924,3.070000076,2.163802,,13950486,,,,,,4.065,,,,
Syria,SYR,1995,0,6,385,200,2293,281,1720,3429,1237,361,1054,73,32,4210,884,194,62,1627,3734,7851,5778,2.660000038,3.179999924,2.920000076,1.834403,,14345491,,,,,,3.99,,,,
Syria,SYR,1996,0,6,356,174,2099,261,1506,3314,1027,354,959,66,27,3760,692,190,59,1462,3497,7154,5156,2.520000076,3.029999924,2.779999924,1.776458,,14754148,,,,,,3.925,15.04076004,0.3,3.6,17
Syria,SYR,1997,0,6,328,153,1919,245,1311,3161,805,345,866,59,23,3328,563,185,57,1315,3257,6479,4593,2.389999962,2.889999962,2.639999962,2.135145,,15175308,,,,,,3.867,,,,
Syria,SYR,1998,0,6,297,133,1744,222,1119,2957,705,332,772,54,19,2909,463,178,56,1187,3057,5812,4029,2.270000076,2.75,2.520000076,1.6131,,15599588,,,,,,3.816,,,,
Syria,SYR,1999,0,7,263,118,1555,213,938,2683,608,316,670,50,16,2471,389,171,55,1063,2947,5104,3377,2.160000038,2.629999924,2.4,1.922076,,16013992,,,,,,3.77,,,,
Syria,SYR,2000,0,7,231,94,1356,213,791,2387,519,298,567,45,14,2023,317,162,55,933,2791,4363,2740,2.070000076,2.520000076,2.3,1.724589,144.8544006,16410847,93.48358917,,65780000000,,4008.324494,3.719,,,,
Syria,SYR,2001,0,7,197,84,1231,214,709,2196,465,286,498,43,12,1723,262,152,57,850,2677,3864,2316,1.989999962,2.429999924,2.210000038,1.41909,152.7845917,16766555,93.21865082,,73040000000,,4356.291439,3.656,15.66205978,,,
Syria,SYR,2002,0,7,175,75,1139,211,647,2059,430,276,441,40,11,1478,215,139,59,801,2559,3469,1991,1.920000076,2.339999962,2.139999962,1.017831,172.0087128,17084628,86.59999847,,76260000000,,4463.66172,3.58,16.82607079,,,
Syria,SYR,2003,0,8,132,56,923,216,510,1753,378,255,349,31,8,1112,171,113,59,679,2133,2812,1544,1.860000038,2.270000076,2.070000076,1.105191,186.233078,17415214,92.66835785,,80080000000,,4598.278264,3.501,19.85540009,0.1,2,11.5
Syria,SYR,2004,0,8,125,51,891,217,506,1713,323,252,330,30,8,1038,153,105,60,657,2059,2695,1410,1.810000038,2.210000038,2.010000038,0.8182532,174.9941406,17827827,92.38771057,,95240000000,,5342.210242,3.43,17.14539909,,,
Syria,SYR,2005,0,8,122,51,912,231,538,1765,272,261,338,30,7,1071,139,110,61,675,2115,2780,1378,1.770000076,2.160000038,1.970000076,0.6664897,170.983551,18361178,92.10652924,,1.12E+11,,6072.595124,3.399,,,,
Syria,SYR,2006,0,7,121,50,937,243,601,1855,260,268,354,32,8,1148,129,116,65,710,2323,2930,1408,1.739999962,2.120000076,1.929999924,0.548195,166.1916809,19059257,99.50576019,,1.30E+11,,6826.079317,3.443,20.04847908,,,
Syria,SYR,2007,0,7,120,50,905,257,650,1845,257,257,351,31,8,1161,124,114,64,694,2324,2905,1367,1.710000038,2.089999962,1.910000038,0.4714477,168.9396515,19878257,91.55242157,,1.56E+11,,7862.862423,3.581,18.92593002,,,
Syria,SYR,2008,0,7,137,57,984,291,819,2026,107,261,385,37,9,1320,130,130,61,759,2570,3161,1460,1.7,2.070000076,1.889999962,0.4524051,158.345993,20664037,91.28486633,,1.87E+11,,9068.895879,3.813,20.04079056,,,
Syria,SYR,2009,0,7,130,51,912,291,823,1951,64,250,363,36,8,1256,121,128,57,734,2461,2985,1366,1.7,2.060000038,1.879999924,0.3508448,172.1366882,21205873,91.02724457,,1.97E+11,,9285.163596,4.127,19.18404961,,,
Syria,SYR,2010,0,7,129,46,886,277,842,1902,65,237,354,37,8,1240,114,125,54,710,2417,2903,1340,1.7,2.070000076,1.889999962,0.3364186,166.7385101,21362541,92.69999695,,2.18E+11,,10204.77854,4.495,,,,
Syria,SYR,2011,0,7,135,49,881,265,882,1868,82,215,349,39,8,1245,107,126,50,730,3695,2922,1501,1.820000076,2.189999962,2.010000038,0.4304773,182.9956818,21081814,91.51472473,,47980000000,,2275.895234,4.878,,,,
Syria,SYR,2012,0,6,129,46,796,274,833,1663,130,181,309,38,7,1108,94,114,42,782,7809,2832,1856,3.509999847,3.879999924,3.7,1.433386,159.5784302,20438861,90.79319,,34480000000,,1686.98246,5.229,,,,
Syria,SYR,2013,0,6,114,41,705,298,729,1431,195,152,267,34,6,957,79,99,34,656,6445,2416,1553,4.329999924,4.709999847,4.529999924,3.109131,,19578466,90.1493988,,16380000000,,836.6334727,5.51,,,,
Syria,SYR,2014,0,6,101,36,629,287,635,1257,147,133,231,31,5,824,69,88,29,766,5766,3103,1657,4.509999847,4.890000153,4.7,5.77509,,18710711,89.97549438,,18080000000,,966.2914466,5.697,,,,
Syria,SYR,2015,0,5,88,31,564,263,536,1114,104,119,201,27,5,714,61,77,25,653,4257,2664,1367,3.95,4.340000153,4.159999847,9.260456,,17997411,89.81642914,,14180000000,,787.8911028,5.771,,,,
Syria,SYR,2016,0,3,75,27,506,224,448,993,61,107,174,24,4,614,55,68,24,491,4968,1696,1151,3.740000153,4.140000153,3.95,14.36329,,17465567,89.66923523,,10980000000,,628.6655337,5.726,,,,
Syria,SYR,2017,0,2,64,23,458,202,368,892,44,99,153,20,3,535,49,60,23,406,3123,1444,889,2.139999962,2.55,2.35,25.39816,,17095669,89.53094482,,14500000000,,848.168036,5.584,,,,
Syria,SYR,2018,0,2,55,20,423,172,311,830,11,94,138,18,3,482,47,56,21,354,1201,1411,668,2.129999924,2.539999962,2.339999962,33.0048,,16945062,86,,19450000000,,1147.827019,5.373,,,,
Taiwan,TWN,1990,0,0,45,4,121,0,210,717,0,10,73,178,11,303,33,106,0,263,972,335,1182,,,,0,,20478516,,,,,,,,,,
Taiwan,TWN,1991,0,0,41,4,117,0,175,694,0,9,66,160,10,294,23,103,0,251,910,310,1118,,,,0,,20679072,,,,,,,,,,
Taiwan,TWN,1992,0,1,39,3,125,0,156,702,0,9,64,146,9,318,15,100,0,265,880,330,1085,,,,0.1247027,,20868148,,,,,,,,,,
Taiwan,TWN,1993,0,1,36,3,128,0,131,684,0,9,62,124,8,336,10,95,0,269,800,352,1017,,,,0.2494053,,21044700,,,,,,,,,,
Taiwan,TWN,1994,0,1,34,3,140,0,114,688,0,10,63,110,7,396,8,93,0,288,754,422,984,,,,0.374108,,21207424,,,,,,,,,,
Taiwan,TWN,1995,0,1,38,3,172,0,119,779,0,10,68,113,7,557,7,99,0,346,808,586,1075,,,,0.2472205,,21356025,,,,,,,,,,
Taiwan,TWN,1996,0,2,36,2,190,0,108,810,0,11,69,106,7,646,6,100,0,363,793,695,1064,,,,0.1236103,,21488994,,,,,,,,,,
Taiwan,TWN,1997,0,2,33,2,182,0,103,764,0,11,63,96,6,637,5,100,0,327,770,685,994,,,,0,,21608309,,,,,,,,,,
Taiwan,TWN,1998,0,2,28,1,163,0,88,668,0,10,55,83,5,581,4,93,0,286,702,639,832,,,,0,,21721513,,,,,,,,,,
Taiwan,TWN,1999,0,2,24,1,169,0,76,638,0,11,59,71,4,592,4,84,0,295,702,695,758,,,,0,,21838635,,,,,,,,,,
Taiwan,TWN,2000,0,2,22,1,173,0,77,620,0,13,58,69,4,588,3,82,0,280,577,687,757,,,,0,,21966528,,,,,,,,,,
Taiwan,TWN,2001,0,1,20,1,148,0,69,534,0,12,53,64,4,505,3,78,0,233,542,583,665,,,,0,,22108715,,,,,,,,,,
Taiwan,TWN,2002,0,1,17,1,132,0,64,467,0,12,47,55,3,447,3,72,0,206,483,522,572,,,,0,,22262297,,,,,,,,,,
Taiwan,TWN,2003,0,1,14,1,111,0,57,406,0,11,42,46,2,382,2,65,0,176,417,450,499,,,,0,,22419785,,,,,,,,,,
Taiwan,TWN,2004,0,1,13,1,112,0,59,391,0,12,41,43,2,372,3,64,0,168,398,448,482,,,,0,,22570229,,,,,,,,,,
Taiwan,TWN,2005,0,1,11,1,106,0,54,358,0,13,40,36,2,344,3,58,0,154,350,430,437,,,,0,,22705719,,,,,,,,,,
Taiwan,TWN,2006,0,1,9,0,109,0,50,327,0,15,40,29,1,308,3,53,0,142,302,410,392,,,,0,,22823846,,,,,,,,,,
Taiwan,TWN,2007,0,1,8,0,115,0,50,321,0,18,40,26,1,287,3,51,0,138,283,406,379,,,,0,,22927222,,,,,,,,,,
Taiwan,TWN,2008,0,2,7,0,131,0,54,311,0,26,43,23,1,247,4,50,0,132,269,400,368,,,,0.08033514,,23019042,,,,,,,,,,
Taiwan,TWN,2009,0,2,6,0,116,0,48,270,0,28,37,19,1,183,4,46,0,108,251,328,325,,,,0.1606703,,23104542,,,,,,,,,,
Taiwan,TWN,2010,0,1,5,0,116,0,45,248,0,30,35,17,1,158,4,42,0,100,213,310,291,,,,0,,23187556,,,,,,,,,,
Taiwan,TWN,2011,0,2,6,0,163,0,54,299,0,40,46,17,1,204,5,44,0,133,215,418,351,,,,0,,23268760,,,,,,,,,,
Taiwan,TWN,2012,0,2,6,0,161,0,55,297,0,42,45,16,1,187,6,44,0,127,207,397,370,,,,0,,23346898,,,,,,,,,,
Taiwan,TWN,2013,0,2,5,0,140,0,48,257,0,37,40,13,1,152,5,41,0,107,188,340,313,,,,0,,23421582,,,,,,,,,,
Taiwan,TWN,2014,0,2,5,0,156,0,49,254,0,39,42,12,1,159,5,40,0,111,182,374,296,,,,0,,23491976,,,,,,,,,,
Taiwan,TWN,2015,0,1,5,0,176,0,52,269,0,39,43,13,1,178,5,42,0,117,193,415,309,,,,0,,23557473,,,,,,,,,,
Taiwan,TWN,2016,0,2,5,0,167,0,49,252,0,37,41,12,1,165,5,40,0,109,190,392,284,,,,0,,23618201,,,,,,,,,,
Taiwan,TWN,2017,0,2,4,0,153,0,44,239,0,32,37,12,1,155,4,39,0,102,182,358,267,,,,0,,23674546,,,,,,,,,,
Taiwan,TWN,2018,0,1,4,0,142,0,40,226,0,29,34,11,1,147,4,38,0,96,178,333,253,,,,0,,23726460,,,,,,,,,,
Tajikistan,TJK,1990,562,1,365,47,863,236,6895,585,28,114,1167,349,180,809,3722,92,18,1249,5890,3562,6495,9.409999847,11.00999985,10.23000031,2.107662,,5283811,,,,,,11.425,,,,
Tajikistan,TJK,1991,520,1,280,51,863,219,6547,580,5,115,1171,320,172,813,3823,87,18,1216,5523,3521,6330,9.7,11.31999969,10.51999969,2.940758,,5400636,,,,,,11.472,,,,
Tajikistan,TJK,1992,902,1,326,53,864,213,6111,557,9,113,1177,286,160,817,3822,79,17,1236,5929,3548,6440,10.13000031,11.78000031,10.98000031,8.736827,,5502490,,,,,,11.469,,,,
Tajikistan,TJK,1993,1072,1,242,59,869,230,5870,542,17,112,1183,262,156,823,3745,73,16,1282,6992,3655,6547,10.45,12.14000015,11.31999969,21.85987,,5593317,,,,,,11.377,,,,
Tajikistan,TJK,1994,259,1,257,72,886,244,6072,560,2,113,1192,271,170,836,3866,75,16,1188,4884,3493,6203,10.5,12.2,11.38000031,57.15608,,5679169,,,,,,11.182,,,,
Tajikistan,TJK,1995,198,1,260,85,893,235,5841,564,0,114,1191,262,174,834,3769,71,17,1170,4602,3477,6095,10.3,12,11.16999969,43.57021,,5764806,,,,,,10.878,,,,
Tajikistan,TJK,1996,224,1,259,103,894,231,5479,576,0,115,1183,250,173,827,3644,67,17,1155,4560,3464,5989,9.909999847,11.6,10.76999969,72.16605,,5851354,,,,,,10.475,,,,
Tajikistan,TJK,1997,92,1,261,112,890,229,5165,589,15,114,1169,248,170,818,3556,64,17,1125,3975,3404,5802,9.4,11.05999985,10.25,51.31017,,5938404,,,,,,10.008,,,,
Tajikistan,TJK,1998,89,1,263,127,889,194,4813,610,12,114,1160,247,161,812,3415,62,16,1088,3706,3357,5607,8.8,10.44000015,9.640000153,40.85019,,6027395,,,,,,9.511,15.07244968,,,
Tajikistan,TJK,1999,53,1,265,147,891,189,4491,643,1,115,1151,253,155,806,3162,61,16,1056,3328,3309,5375,8.190000153,9.780000305,9,50.70493,,6119664,97,,,,,9.005,11.83438969,15.6,38.1,61.2
Tajikistan,TJK,2000,62,1,261,160,891,185,4113,675,1,116,1139,249,149,797,2948,58,17,1033,3028,3280,5129,7.569999695,9.1,8.359999847,34.84434,45.22412491,6216329,98.46774292,,,,,8.511,12.02513981,,,
Tajikistan,TJK,2001,69,1,261,170,893,179,3894,722,0,117,1137,249,152,795,2541,57,17,1018,2752,3264,4870,6.959999847,8.430000305,7.719999695,33.79522,51.81357193,6318510,98.63310242,,,,,8.044,13.18852997,,,
Tajikistan,TJK,2002,46,1,259,173,894,181,3702,781,4,120,1129,250,151,797,2165,57,18,1001,2494,3249,4615,6.370000076,7.780000305,7.1,29.75607,56.21741867,6426861,99,,,,,7.61,14.59364033,,,
Tajikistan,TJK,2003,25,1,253,170,900,174,3515,826,9,123,1131,245,146,806,1861,56,18,982,2267,3242,4380,5.840000153,7.169999695,6.519999695,27.0071,66.69486237,6541550,100,,,,,7.215,12.69423962,7.1,23.2,46.5
Tajikistan,TJK,2004,16,1,254,163,914,159,3349,890,0,126,1150,249,133,821,1584,57,18,966,2091,3261,4174,5.359999847,6.630000305,6.009999847,13.26892,75.69178009,6662391,98.62709045,,1640000000,,246.1578734,6.867,13.67675972,3,13.7,35
Tajikistan,TJK,2005,72,1,239,140,913,155,3140,919,2,129,1154,235,122,822,1394,56,19,937,1948,3258,3954,4.940000153,6.15,5.559999847,11.37102,88.74150848,6789318,99.30000305,9.831975672,2147000000,7.778655563,316.2320575,6.572,15.29337978,,,
Tajikistan,TJK,2006,33,1,221,116,914,150,3063,959,0,132,1167,228,124,828,1321,56,19,923,1871,3303,3815,4.590000153,5.75,5.190000153,10.13936,92.15731812,6922590,98.616539,24.37057427,3082000000,21.97622257,445.2090908,6.333,15.63601017,,,
Tajikistan,TJK,2007,15,1,203,95,912,135,2956,1025,0,135,1179,222,117,835,1233,56,17,908,1790,3335,3675,4.309999847,5.420000076,4.879999924,9.228642,110.5815582,7062667,98.61672211,-8.128187394,4390000000,-9.950321709,621.5782225,6.141,12.21487999,3.5,9.6,27.7
Tajikistan,TJK,2008,9,1,176,79,916,133,2852,1116,0,138,1193,216,111,843,1163,56,15,895,1732,3377,3572,4.079999924,5.140000153,4.629999924,6.717225,126.6949844,7209924,98.62413788,4.330892964,6141000000,2.200016923,851.7426813,5.984,12.80049992,,,
Tajikistan,TJK,2009,0,1,158,63,921,132,2777,1219,0,142,1203,211,109,848,1111,56,14,883,1702,3421,3515,3.890000153,4.940000153,4.429999924,3.953322,129.287735,7364752,99,1.818223964,5555000000,-0.322284227,754.2684397,5.856,14.31215954,0.7,5.2,20.4
Tajikistan,TJK,2010,0,0,140,51,916,124,2680,1337,0,144,1194,206,103,842,1056,56,13,858,1682,3416,3480,3.75,4.759999847,4.270000076,3.96236,133.5350647,7527397,98.67150116,-5.646660071,5873000000,-7.685359368,780.2165875,5.746,15.33145046,,,
Tajikistan,TJK,2011,0,0,125,42,910,126,2612,1489,0,146,1182,201,97,843,992,57,12,830,1651,3404,3491,3.640000153,4.620000076,4.140000153,3.914656,146.2823792,7697507,98.71685791,0.958425563,6907000000,-1.272691313,897.3035036,5.643,14.56050968,,,
Tajikistan,TJK,2012,0,0,110,33,905,130,2564,1630,0,148,1176,195,96,837,947,58,12,809,1646,3399,3523,3.529999924,4.509999847,4.029999924,4.053646,164.5128784,7874838,99.09999847,8.657785184,8285000000,6.210954696,1052.085135,5.542,16.37050056,,,
Tajikistan,TJK,2013,0,1,95,26,897,135,2520,1765,0,148,1160,188,97,830,902,57,12,786,1633,3376,3557,3.45,4.4,3.940000153,4.034759,199.1354675,8059782,98.86354828,1.854789111,9208000000,-0.482424491,1142.462662,5.435,,,,
Tajikistan,TJK,2014,0,1,83,21,898,141,2479,1905,0,149,1155,180,98,828,858,56,12,774,1632,3377,3592,3.359999847,4.3,3.840000153,4.072131,223.157074,8252827,98.9646225,,9852000000,,1193.772607,5.322,,,,
Tajikistan,TJK,2015,0,1,70,16,892,145,2377,2026,0,150,1134,172,95,819,764,55,11,761,1600,3337,3525,3.279999924,4.190000153,3.75,4.120718,206.6156616,8454019,98,,8862000000,,1048.258822,5.201,16.39336014,0.9,4.5,17.1
Tajikistan,TJK,2016,0,1,57,12,882,150,2239,2129,0,152,1115,160,90,806,710,53,11,750,1561,3298,3425,3.189999962,4.079999924,3.65,3.356168,216.9043732,8663575,99.20831299,,7441000000,,858.8833132,5.078,17.0383606,,,
Tajikistan,TJK,2017,0,1,59,12,865,147,2162,2020,2,150,1087,156,86,790,700,54,11,730,1509,3235,3292,3.1,3.959999847,3.529999924,2.795767,222.9546814,8880270,99.30000305,,8136000000,,916.1883591,4.961,18.14114952,,,
Tajikistan,TJK,2018,0,1,58,12,836,143,2050,1917,0,148,1049,149,80,763,675,54,12,703,1438,3139,3118,3,3.840000153,3.429999924,2.34614,239.8816223,9100847,99.30000305,,8167000000,,897.3890013,4.856,15.88862038,,,
Tanzania,TZA,1990,28242,8056,3196,10261,5506,2768,34828,9487,13534,4557,11592,623,2878,8088,21919,1469,5197,14540,64491,31925,73032,15.91999969,17.16999969,16.56000061,70.70709,,25203848,,,3139000000,,128.0961761,14.914,,,,
Tanzania,TZA,1991,28189,10093,3109,10723,5389,2577,34426,9492,13453,4680,11982,600,2857,7942,22321,1454,5281,14445,65099,32645,74137,15.71999969,16.96000061,16.36000061,71.23222,,26056605,,6.389754272,3687000000,2.917741186,145.5444183,14.951,,30.8,52.2,70.4
Tanzania,TZA,1992,27818,11977,3077,11149,5319,2486,34293,9527,13216,4808,12356,587,2843,7811,24362,1448,5358,14456,66072,33329,76095,15.55,16.78999939,16.18000031,72.69971,,26961204,6.8,-4.865065735,3340000000,-8.051396627,127.431282,14.999,,,,
Tanzania,TZA,1993,27745,13609,3257,11514,5300,2481,34222,9584,12895,4931,12740,561,2827,7742,22572,1445,5444,14270,66283,34114,75631,15.36000061,16.61999969,16.01000061,75.35295,,27887204,2.330187798,-3.276052046,3042000000,-6.496842019,112.2152176,15.043,,,,
Tanzania,TZA,1994,27919,14988,3015,11634,5313,2369,34088,9575,12701,5045,13138,562,2816,7724,22821,1428,5526,14174,66745,35088,75986,15.16999969,16.43999939,15.81999969,77.68731,,28792649,3.300647259,5.513242091,3328000000,2.213748002,118.9126205,15.068,,,,
Tanzania,TZA,1995,28067,16099,2952,11485,5332,2211,33684,9514,12585,5133,13521,533,2781,7694,23038,1401,5602,14016,66788,36075,75888,14.95,16.18999939,15.58999939,79.32681,,29649128,4.269067287,9.579221462,3916000000,6.419162127,135.8894806,15.05,,,,
Tanzania,TZA,1996,28837,16878,3095,11121,5351,2212,33362,9533,12803,5302,13632,530,2780,8102,20929,1396,5589,13819,66568,36827,75457,14.66000061,15.86000061,15.28000031,80.51543,,30444523,9.4,7.890405693,5004000000,5.077536051,169.118866,14.963,12.50030994,,,
Tanzania,TZA,1997,29980,17396,2953,10612,5398,2130,32865,9577,12925,5479,13892,566,2756,8390,21398,1401,5441,13762,66919,37512,76221,14.26999969,15.43000031,14.86000061,82.10134,,31192853,6.197068214,12.75831279,6061000000,10.06429066,199.9411011,14.796,12.62788963,,,
Tanzania,TZA,1998,30860,17677,2931,9961,5510,2314,32123,9635,12919,5687,14133,550,2704,8656,19625,1408,5253,13568,66522,38271,75130,13.76000061,14.9,14.33999939,83.57369,,31924201,7.15528965,18.04802171,9953000000,15.34386905,320.830658,14.544,11.79397011,,,
Tanzania,TZA,1999,31459,17823,2933,9523,5322,2319,31135,9695,13215,5636,14291,573,2688,9650,16025,1416,5078,13170,65283,38788,72858,13.13999939,14.25,13.7,84.47441,,32682240,8,7.135670984,10440000000,4.708341103,328.7453918,14.211,,,,
Tanzania,TZA,2000,31594,17823,2834,8952,5187,2416,29695,9693,13490,5609,14311,573,2650,10504,13548,1398,4952,12850,63840,39260,70544,12.43000031,13.5,12.96999969,85.90413,36.56941605,33499177,8.916726112,5.415013386,11100000000,2.790099275,341.0271606,13.808,,46.3,65,78.9
Tanzania,TZA,2001,32249,17600,3171,8329,5043,2436,28502,9937,10427,5583,14583,612,2647,10812,12750,1432,4967,12528,62165,39613,68221,11.66999969,12.69000015,12.19000015,84.23825,48.08324051,34385849,9.861008644,6.183160771,11210000000,3.479178091,335.5484314,13.356,,,,
Tanzania,TZA,2002,31104,17201,3231,8058,5061,2709,28120,10428,6585,5705,15008,685,2669,10700,12426,1524,5096,12194,60337,39900,65878,10.88000031,11.89000015,11.4,80.41701,56.32129669,35334790,10.7977066,11.86907374,12010000000,8.819295651,349.8638916,12.882,,,,
Tanzania,TZA,2003,28550,16705,3425,8058,5125,2785,28082,11095,3025,5862,15372,718,2724,10656,11628,1660,5306,11859,58254,40174,63238,10.15,11.11999969,10.65,76.7469,67.95113373,36337778,11.10000038,4.847538487,12920000000,2.032338443,366.0036621,12.408,,,,
Tanzania,TZA,2004,24715,16063,3482,7839,5196,2854,27421,11551,2955,6029,15757,763,2712,10528,10960,1737,5477,11617,56361,40350,60897,9.509999847,10.45,9.990000153,72.43097,78.65479279,37379766,11.39999962,7.343539286,14270000000,4.312705358,392.9989319,11.945,19.49263954,,,
Tanzania,TZA,2005,22545,15364,3498,7698,5293,2804,26158,11814,3928,6190,16193,753,2650,10414,9475,1765,5543,11431,54677,40662,58624,8.919999695,9.840000153,9.390000153,68.00471,93.29673767,38450323,13.58578587,10.33764533,15870000000,7.283844193,424.9165649,11.496,18.14314079,,,
Tanzania,TZA,2006,19369,14429,3663,7270,5509,2873,26160,12485,3586,6486,16600,839,2751,10206,8763,1879,5505,11311,53267,41039,56743,8.419999695,9.309999847,8.880000305,64.23159,129.7460327,39548666,14.51569843,9.688238884,16400000000,6.653795189,426.9347534,11.053,15.01506996,,,
Tanzania,TZA,2007,15618,13006,3807,7249,5665,2971,25906,12920,4848,6692,16972,816,2758,10413,8372,1943,5102,11213,51862,41479,54860,7.940000153,8.809999847,8.380000305,60.25096,123.5924225,40681416,15.45013237,3.801952975,18900000000,0.929626749,478.3414917,10.605,19.44923019,23.5,44,63.6
Tanzania,TZA,2008,14359,11454,3650,6841,5795,2838,25033,12944,7628,6802,17215,786,2635,10504,7911,1922,4519,11074,50588,41920,53171,7.519999695,8.380000305,7.959999847,58.29264,103.9624329,41853944,11.5,2.452835716,24070000000,-0.436260422,592.1542969,10.146,18.94046974,,,
Tanzania,TZA,2009,16502,9412,3503,6953,5957,3119,25484,13407,2775,6914,17460,860,2690,10647,7427,2046,4032,10901,49127,42377,51269,7.109999847,7.940000153,7.540000153,56.66392,97.92987823,43073830,11.19999981,3.072901496,24220000000,0.174239206,579.0002441,9.68,17.68234062,,,
Tanzania,TZA,2010,17369,6906,3445,6714,6057,2983,24795,13451,2619,6953,17518,846,2581,10687,6591,2079,3732,10675,47390,42564,49064,6.769999695,7.6,7.190000153,54.40502,105.4225159,44346532,14.80000019,2.380570213,25560000000,-0.566680089,593.5293579,9.212,19.80201912,,,
Tanzania,TZA,2011,15025,5100,3402,6547,6113,2903,24276,13528,4409,6977,17527,869,2505,10704,5868,2125,3643,10415,45806,42678,46987,6.430000305,7.230000305,6.840000153,50.70328,108.4986572,45673520,14.19999981,2.670704942,26560000000,-0.29685471,598.8631592,8.751,,15.6,36.5,58
Tanzania,TZA,2012,12650,4547,3439,6585,6180,2970,24363,13811,3280,7007,17526,879,2519,10711,5525,2235,3609,10125,44424,42790,45258,6.120000076,6.919999695,6.530000305,49.6492,102.2885666,47053033,15.30000019,-1.215635355,28720000000,-4.113525606,628.6137085,8.305,,,,
Tanzania,TZA,2013,12204,4114,2201,6398,6266,2761,23418,13837,4228,7049,17553,891,2482,10739,4911,2264,3622,9873,43152,42926,43719,5.859999847,6.65,6.270000076,49.52486,99.01965332,48483132,16.39999962,15.3883487,35130000000,12.00327374,746.2727661,7.887,,,,
Tanzania,TZA,2014,12357,3087,2000,5678,6261,2813,21660,13103,7816,6961,17371,790,2275,10643,4361,2087,3576,9667,41690,42906,42108,5.579999924,6.379999924,5.990000153,49.54664,87.45562744,49960563,23.5,11.03524372,39900000000,7.736713912,822.5812378,7.503,17.29710007,,,
Tanzania,TZA,2015,13606,2201,2045,5850,6309,3225,22271,13396,1607,6923,17190,856,2394,10569,4600,2228,3700,9486,40297,42764,40646,5.409999847,6.2,5.809999847,49.53963,83.21102142,51482638,26.17063713,10.27402451,39070000000,7.015011541,781.697998,7.161,,,,
